id,name,name_native,name_romaji,birth_year,death_year,trained_from_est,locality,styles,primary_style,family,generation,n_students,n_descendants,connected,honours,legendary,added_by_research,wikipedia_url
R0141,Eiji Yasuda,安田英治,,1936,2013,,Tokyo,kyokushin,kyokushin,kyokushin,16,4,20,yes,,,yes,
J0032,Eiki Kanagusuku,金城榮喜,Kanagusuku Eiki,,,,,okinawan-karate-generic|okinawan-kobudo,okinawan-kobudo,kobudo,,0,0,,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
B0009,Eiki Kaneji,,,,,,,,,,,0,0,,,,yes,
A0133,Eiki Kurashita,,,,,,,goju-ryu,goju-ryu,naha-te,13,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
C00032,Eikichi Fukumoto,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,,,,
A0131,Eiko Kaneshi,,,1914,,,,isshin-ryu,isshin-ryu,shuri-te,16,0,0,yes,,,yes,
N0088,Eiko Miyazato,,,,,,,,,,12,0,0,yes,,,yes,
A0050,Eiko Shimabukuro,,,,,,,shobayashi-shorin-ryu,shobayashi-shorin-ryu,shuri-te,17,0,0,yes,,,yes,
W0003,Eiro Oyadomari,,Oyadomari Eiro,1878,1926,,,tomari-te,tomari-te,tomari-te,,0,0,,,,yes,
J0149,Eisho Nakazato,仲里栄昭,,,,,"Yaese, Okinawa (八重瀬町友寄903-41)",shorin-ryu,shorin-ryu,shuri-te,,0,0,,,,yes,
J0047,Eishō Nakamoto,仲本英征,Nakamoto Eishō,,,,,goju-ryu|ufuchiku-kobujutsu,goju-ryu,naha-te,17,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
C00035,Eisuke Akamine,赤嶺栄亮,,1925,1999,,,karate-generic|ryukyu-kobudo-akamine|ryukyu-kobudo,ryukyu-kobudo-akamine,kobudo,15,11,15,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,,
A0168,Eizo Onishi,,,,,,,koei-kan|shudokan|toon-ryu,koei-kan,japanese,14,1,1,yes,,,yes,
C00034,Eizo Shimabukuro,島袋永三,,1925,2017,,,karate-generic|shobayashi-shorin-ryu,shobayashi-shorin-ryu,shuri-te,16,11,11,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,,
R0026,Elisa Au,,,1981,,,"Honolulu, Hawaii, USA",shito-ryu,shito-ryu,japanese,18,0,0,yes,,,yes,
Q303,Elvis Presley,,,1935,1977,1960,,karate-generic|kenpo|te|american-kenpo,kenpo,kenpo,3,0,0,yes,,,,https://en.wikipedia.org/wiki/Elvis_Presley
C00036,Emory Turner,,,,,,,karate-generic,karate-generic,other,17,0,0,yes,,,,
C00055,Ernest Estrada,,,,,,,karate-generic,karate-generic,other,17,0,0,yes,,,,
R0068,Ernie Molyneux,,,,,,England,iogkf|goju-ryu,iogkf,naha-te,15,0,0,yes,,,yes,
A0147,Ewerton Teixeira,,,1982,,,,kyokushin,kyokushin,kyokushin,19,0,0,yes,,,yes,https://en.wikipedia.org/wiki/Ewerton_Teixeira
A0185,Fang Qiniang,方七娘,,,,,,fujian-white-crane,fujian-white-crane,chinese,1,2,853,yes,,,yes,https://zh.wikipedia.org/wiki/方七娘
A0184,Fang Zhong,方種,,,,,,chinese-martial-arts,chinese-martial-arts,chinese,0,1,854,yes,,,yes,https://zh.wikipedia.org/wiki/永春白鶴拳
N0167,Fasajiro Takagi,,,,,,,,,,14,0,0,yes,,,yes,
A0200,Fizuli Musayev,Füzuli Musayev,,1962,,,,karate-generic,karate-generic,other,1,1,1,yes,,,yes,
Q3081845,Francisco Filho,,,1971,,1996,,karate-generic|kyokushin,kyokushin,kyokushin,20,0,0,yes,,,,https://en.wikipedia.org/wiki/Francisco_Filho
C00057,Franco Sanguinetti,,,,,,,karate-generic,karate-generic,other,17,0,0,yes,,,,
Q5485463,Frank Brennan,,,1960,,1985,,karate-generic|te|shotokan,shotokan,japanese,18,0,0,yes,,,,https://en.wikipedia.org/wiki/Frank_Brennan
A0058,Frank Grant,,,1933,2019,,,matsubayashi-ryu,matsubayashi-ryu,shuri-te,16,0,0,yes,,,yes,
C00039,Frank Hargrove,,Franklin D.R. Hargrove,,,,,karate-generic,karate-generic,other,17,0,0,yes,,,,
A0006,Frank Ruiz,,,1934,1995,,,goju-ryu|karate-generic,goju-ryu,naha-te,14,1,1,yes,,,yes,
Q5490474,Frank Woon-a-tai,,,1950,,1975,,shotokan|japanese-karate-generic|karate-generic|te,shotokan,japanese,17,0,0,yes,,,,https://en.wikipedia.org/wiki/Frank_Woon-A-Tai
N0025,Fuji Kozo,,,,,,,,,,13,0,0,yes,,,yes,
N0024,Fujitani Masatoshi,,,,,,,,,,14,0,0,yes,,,yes,
W0012,Fukuhara Chosei,,,,,,,,,,0,1,1,yes,,,yes,
J0059,Fuminori Yamada,山田文典,,,,,"Kyoto, Japan",dai-nippon-butokukai,dai-nippon-butokukai,other,,0,0,,,,yes,
Q1473967,Fumio Demura,出村文男,,1938,2023,1963,,goju-ryu|karate-generic|okinawan-kobudo|shito-ryu|shotokan|japanese-karate-generic|koga-ryu|te|genbu-kai,goju-ryu,naha-te,16,3,3,yes,,,,https://en.wikipedia.org/wiki/Fumio_Demura
C00040,Fumio Nagaishi,,,,,,,karate-generic,karate-generic,other,16,0,0,yes,,,,
C00041,Fumio Nakama,,,,,,,karate-generic,karate-generic,other,19,0,0,yes,,,,
C00066,Fusei Kise,喜瀬富盛,Fusei Kise,1935,,,,karate-generic|kenshinkan|matsumura-seito,kenshinkan,shuri-te,13,8,9,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,,
R0163,G. Seizan Breyette,,,,,,"Zakimi, Yomitan, Okinawa",uechi-ryu-zankai|uechi-ryu,uechi-ryu-zankai,uechi-ryu,9,0,0,yes,,,yes,
C00068,Gamini Soysa,,Gamini Soysa,,,,,karate-generic,karate-generic,other,17,0,0,yes,,,,
W0021,Ganeku Shinko,,,,,,,shuri-te,shuri-te,shuri-te,6,1,12,yes,,,yes,
C00069,Geiji Morisono,,,,,,,karate-generic,karate-generic,other,17,0,0,yes,,,,
J0053,Genichi Kawase,川瀬元一,,,,,"Kyoto, Japan",dai-nippon-butokukai,dai-nippon-butokukai,other,,0,0,,,,yes,
C00045,Genkai Nakaima,仲井真元楷,,1908,1984,,,karate-generic,karate-generic,other,12,0,0,yes,,,,
R0027,Genryu Kimura,,,,,,"Hyogo Prefecture, Japan",shito-ryu,shito-ryu,japanese,0,1,5,yes,,,yes,
A0148,Genshin Hironishi,廣西元信,Hironishi Genshin (also Motonobu),1913,1999,,,shotokai|shotokan,shotokai,japanese,15,2,3,yes,,,yes,
C00072,Genwa Nakasone,仲宗根源和,Nakasone Genwa,1895,1978,,,karate-generic,karate-generic,other,14,0,0,yes,,,,
A0092,Genzo Iwata,岩田源三,,1958,,,,shito-ryu|shito-kai,shito-ryu,japanese,14,0,0,yes,,,yes,
R0062,George Andrews,,,,,,England,iogkf|goju-ryu|togkf,iogkf,naha-te,14,0,0,yes,,,yes,
R0170,George Dillman,,,,,,"Pennsylvania, United States",ryu-te,ryu-te,shuri-te,14,0,0,yes,,,yes,
Q18230165,George E. Mattson,,,1937,,1933,,karate-generic|te|uechi-ryu,uechi-ryu,uechi-ryu,9,1,1,yes,,,,https://en.wikipedia.org/wiki/George_Mattson
R0025,George Kotaka,,,1977,,,"Honolulu, Hawaii, USA",shito-ryu,shito-ryu,japanese,18,0,0,yes,,,yes,
J0185,Gerard Gordeau,ジェラルド・ゴルドー,,1956,,,"The Hague, Netherlands",kyokushin,kyokushin,kyokushin,16,0,0,yes,,,yes,
R0087,Gibu Makoto,儀武誠,,,,,Okinawa,kobayashi-shorin-ryu,kobayashi-shorin-ryu,shuri-te,18,0,0,yes,,,yes,
Q41105,Gichin Funakoshi,船越義珍,,1868,1957,1893,Shuri,shotokan|karate-generic|shorei-ryu|shorin-ryu|japanese-karate-generic|jigen-ryu|okinawan-karate-generic|shotokai|taekwondo,shotokan,japanese,13,39,452,yes,,,,https://en.wikipedia.org/wiki/Gichin_Funakoshi
J0118,Giei Funakoshi,船越義英,,1900,1961,,Tokyo,shotokai,shotokai,japanese,14,1,3,yes,,,yes,
N0202,Gifuku Funakoshi,,,,,,,,,,0,1,453,yes,,,yes,
Q628761,Gigo Funakoshi,船越義豪,Gigō Funakoshi,1906,1945,1932,Shuri,shotokan|shotokai|shuri-te|japanese-karate-generic|karate-generic|okinawan-karate-generic|te,shotokan,japanese,14,10,220,yes,,,,https://en.wikipedia.org/wiki/Gig%C5%8D_Funakoshi
KP006,Gikei Yamazato,山里義継,,,,,,,,,,0,0,,,,yes,
N0006,Gikei Yamazato,,,1835,1905,,,,,,,0,0,,,,yes,
N0128,Giki Yamazato,,,1866,1946,,,,,,6,0,0,yes,,,yes,
R0247,Gilles Mehard,,,,,,France,,,,18,0,0,yes,,,yes,
N0018,Ginowan Denuchi,,,,,,,,,,4,0,0,yes,,,yes,
C00083,Gisei Maeda,,,,,,,karate-generic,karate-generic,other,7,0,0,yes,,,,
A0073,Giuseppe Meloni,,,,,,,matsumura-seito,matsumura-seito,shuri-te,8,0,0,yes,,,yes,
J0017,Giyu Gibo,儀保宜裕,Gibo Giyu,1938,,,,kobayashi-shorin-ryu|shorin-ryu-shorinkan,kobayashi-shorin-ryu,shuri-te,17,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
A0146,Glaube Feitosa,,,1973,,,,kyokushin,kyokushin,kyokushin,19,0,0,yes,,,yes,https://en.wikipedia.org/wiki/Glaube_Feitosa
A0110,Glenn Capistrant,,,,,,,seidokan,seidokan,shuri-te,17,0,0,yes,,,yes,
Q268880,Gogen Yamaguchi,山口剛玄,Gōgen Yamaguchi,1909,1989,1934,,goju-kai|goju-ryu|kyokushin|shotokan|japanese-karate-generic|karate-generic|ikga,goju-kai,naha-te,12,13,99,yes,,,,https://en.wikipedia.org/wiki/G%C5%8Dgen_Yamaguchi
C00084,Gokenki,呉賢貴,Go Kenki (Wu Xianhui),1886,1940,,,karate-generic|whooping-crane,whooping-crane,chinese,0,6,772,yes,,,,
C00085,Gosei Yamaguchi,,,1935,,,,karate-generic|goju-kai-usa,goju-kai-usa,naha-te,13,0,0,yes,,,,
A0136,Gosen Yamaguchi,,,1940,1990,,,goju-kai|goju-ryu,goju-kai,naha-te,13,0,0,yes,,,yes,
C00086,Goshi Yamaguchi,山口剛史,,1942,,,,karate-generic|goju-kai|ikga,goju-kai,naha-te,13,2,2,yes,,,,
Q706726,Gozo Shioda,塩田剛三,Gōzō Shioda,1915,1994,1940,,yoshinkan-aikido|kyokushin|aikido|nihon-kobudo|karate-generic|te,yoshinkan-aikido,other,2,11,23,yes,,,,https://en.wikipedia.org/wiki/Gozo_Shioda
R0169,Greg Lindquist,,,,,,"Kansas City, Kansas, United States",ryu-te|okinawa-kenpo,ryu-te,shuri-te,14,0,0,yes,,,yes,
Q5618841,Gunji Koizumi,小泉軍治,,1885,1965,1910,,judo|te|tenjin-shinyo-ryu|budokwai,judo,other,0,1,1,yes,,,,https://en.wikipedia.org/wiki/Gunji_Koizumi
C00087,Gushikawa no Tiragwa,,,,,,,karate-generic,karate-generic,other,0,2,50,yes,,,,
Q22124384,Hachinosuke Fukuda,福田八之助,,1828,1879,1853,,te,te,te,0,1,21,yes,,,,https://ja.wikipedia.org/wiki/%E7%A6%8F%E7%94%B0%E5%85%AB%E4%B9%8B%E5%8A%A9
Q5361556,Hajime Kazumi,数見肇,,1971,,1996,,kyokushin-kan|kyokushin|karate-generic|te,kyokushin-kan,kyokushin,19,0,0,yes,,,,https://en.wikipedia.org/wiki/Hajime_Kazumi
A0102,Hajimu Takashima,,,,,,,wado-ryu,wado-ryu,japanese,15,0,0,yes,,,yes,
KN004,Hamahiga Pechin,浜比嘉親雲上,,,,,,okinawan-kobudo,okinawan-kobudo,kobudo,,0,0,,,,yes,
R0208,Han Bong-soo,,,1933,2007,,"South Korea, then Los Angeles, USA",hapkido,hapkido,korean,3,0,0,yes,,,yes,
A0178,Han Cha-kyo,한차교,,1934,1996,,,taekwondo|korean-martial-arts|itf-taekwondo|chung-do-kwan,taekwondo,korean,18,0,0,yes,,,yes,https://en.wikipedia.org/wiki/Han_Cha-kyo
KP018,Han Young-tae,,,,,,,,,,,0,0,,,,yes,
Q48441622,Harold Long,,,1930,1998,1955,,te,te,te,16,0,0,yes,,,,https://en.wikipedia.org/wiki/Harold_Long
Q5661611,Harold M Mitchum,,Harold M. Mitchum,1933,2016,1958,,isshin-ryu|karate-generic|isshin-ryu-uika,isshin-ryu,shuri-te,16,0,0,yes,,,,
Q5668035,Harry Cook,,,1949,,1974,,te,te,te,18,0,0,yes,,,,https://en.wikipedia.org/wiki/Henry_Cook
N0059,Haruko Matayoshi,,,,2012,,,,,,,0,0,,,,yes,
C00092,Harumi Takami,,,,,,,karate-generic,karate-generic,other,15,0,0,yes,,,,
J0090,Harumitsu Kinjo,金城春光,,,,,Okinawa City,motobu-udundi,motobu-udundi,shuri-te,12,0,0,yes,,,yes,
C00093,Haruo Tamaki,,,,,,,karate-generic,karate-generic,other,16,0,0,yes,,,,
J0138,Haruyoshi Shimabukuro,島袋春吉,,,,,"Naha, Okinawa (那覇市樋川1-11-11)",uechi-ryu,uechi-ryu,uechi-ryu,,0,0,,,,yes,
A0080,Haruyoshi Yamada,,,,,,,shukokai|shito-ryu|yamada-ha-shito-ryu-shukokai,shukokai,japanese,14,0,0,yes,,,yes,
Q920672,Hatsuo Royama,盧山初雄,,1948,,1973,,kyokushin|karate-generic|kyokushin-kan|te,kyokushin,kyokushin,17,3,5,yes,,,,https://en.wikipedia.org/wiki/Hatsuo_Royama
J0091,Hector Bauza,ヘクター・バウザ,,,,,"Florida, USA",motobu-udundi,motobu-udundi,shuri-te,,0,0,,,,yes,
B0015,Heisaburo Nakamura,,,1894,1975,,,honshin-ryu,honshin-ryu,te,3,1,4,yes,,,yes,
Q1335481,Henry Plee,,Henry Plée,1923,2014,1948,,karate-generic|goju-ryu|kyokushin|shotokan|okinawan-kobudo|chinese-martial-arts|nanbudo|shotokai,goju-ryu,naha-te,17,3,3,yes,,,,https://en.wikipedia.org/wiki/Henry_Pl%C3%A9e
Q5728406,Henry Slomanski,,,1928,2000,1953,,chito-ryu|karate-generic|te,chito-ryu,japanese,13,0,0,yes,,,,https://en.wikipedia.org/wiki/Henry_Slomanski
A0161,Herbert Peters,,,1931,2022,,,shorin-ryu,shorin-ryu,shuri-te,0,1,1,yes,,,yes,
A0096,Hideho Takagi,,,1942,2018,,,wado-ryu|wado-kai,wado-ryu,japanese,15,0,0,yes,,,yes,
B0006,Hideki Kojo,,,,,,,kojo-ryu,kojo-ryu,te,,0,0,,,,yes,
A0118,Hidemi Tamayose,玉寄英美,,1949,,,,ryukyu-kobudo|ryukyu-kobudo-tesshinkan,ryukyu-kobudo,kobudo,16,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
J0135,Hidemitsu Nakao,中尾秀光,,,,,,shotokai,shotokai,japanese,,0,0,,,,yes,
R0152,Hidenori Ashihara,芦原英典,,,,,"Matsuyama, Ehime",ashihara,ashihara,kyokushin,19,0,0,yes,,,yes,
Q11365653,Hideo Nakamura,中村日出夫,,1913,2013,1938,,kyokushin|japanese-karate-generic|karate-generic|te|kendokai,kyokushin,kyokushin,0,2,7,yes,,,,https://en.wikipedia.org/wiki/Hideo_Nakamura
C00097,Hideo Nakazato,,,,,,,karate-generic,karate-generic,other,7,0,0,yes,,,,
Q896129,Hideo Ochi,越智秀男,,1940,,1965,,shotokan|karate-generic|japanese-karate-generic|te|jka,shotokan,japanese,17,0,0,yes,,,,https://en.wikipedia.org/wiki/Hideo_Ochi
Q15987804,Hideo Yamamoto,山本英雄,,1955,,1980,,karate-generic|te,te,te,16,0,0,yes,,,,https://en.wikipedia.org/wiki/Hideo_Yamamoto
Q124766,Hidetaka Nishiyama,西山英峻,,1928,2008,1953,,shotokan|karate-generic|japanese-karate-generic|te|jka,shotokan,japanese,16,4,8,yes,,,,https://en.wikipedia.org/wiki/Hidetaka_Nishiyama
Q919033,Hideyuki Ashihara,芦原英幸,,1944,1995,1969,Shuri,ashihara|kyokushin|enshin|japanese-karate-generic|karate-generic|kudo|seidokaikan,ashihara,kyokushin,18,3,11,yes,,,,https://en.wikipedia.org/wiki/Hideyuki_Ashihara
Q5752928,Hidy Ochiai,,,1939,,1964,,karate-generic|kung-fu|te|washin-ryu,kung-fu,chinese,,0,0,,,,,https://en.wikipedia.org/wiki/Hidy_Ochiai
R0100,Higa Kōyū,比嘉康雄,,1973,,,"Naha, Okinawa",shorin-ryu-kyudokan,shorin-ryu-kyudokan,shuri-te,20,0,0,yes,,,yes,
R0101,Higa Yūji,比嘉佑治,,,,,"Naha, Okinawa",shorin-ryu-kyudokan,shorin-ryu-kyudokan,shuri-te,19,0,0,yes,,,yes,
R0179,Hiroji Fukazawa,,,1949,2010,,"Shizuoka, Japan; died in the 14th arrondissement, Paris, Fra",wado-ryu|wado-kokusai,wado-ryu,japanese,16,1,1,yes,,,yes,
Q471629,Hirokazu Kanazawa,金澤弘和,,1931,2019,1956,,shotokan|karate-generic|japanese-karate-generic|te|skif,shotokan,japanese,19,11,12,yes,,,,https://en.wikipedia.org/wiki/Hirokazu_Kanazawa
R0145,Hiroki Kurosawa,黒澤浩樹,,1962,2017,,"Shinagawa, Tokyo",kyokushin,kyokushin,kyokushin,17,0,0,yes,,,yes,
N0121,Hiroko Ogido,,,,,,,,,,16,0,0,yes,,,yes,
R0162,Hirokuni Yamashiro,,,,,,Okinawa,shohei-ryu|uechi-ryu,shohei-ryu,uechi-ryu,8,0,0,yes,,,yes,
Q386415,Hironori Otsuka,大塚博紀,Hironori Ōtsuka,1892,1982,1917,,wado-ryu|karate-generic|motobu-ryu|shindo-yoshin-ryu|shito-ryu|shotokan|goju-ryu|okinawan-kobudo|japanese-karate-generic|okinawan-karate-generic,wado-ryu,japanese,14,21,32,yes,,,,https://en.wikipedia.org/wiki/Hironori_%C5%8Ctsuka
Q3136331,Hironori Otsuka II,大塚博紀（二代目）,Hironori Ōtsuka II,1934,2015,1959,,wado-ryu|karate-generic|shindo-yoshin-ryu|te|wado-ryu-karate-do-renmei,wado-ryu,japanese,15,1,1,yes,,,,https://de.wikipedia.org/wiki/Jir%C5%8D_%C5%8Ctsuka
J0189,Hiroo Mochizuki,望月拡雄,,1936,,,"Shizuoka, Japan; later France",yoseikan-budo|aikido|karate-generic,yoseikan-budo,other,15,3,7,yes,,,yes,
A0117,Hiroshi Akamine,赤嶺浩,,1954,,,,ryukyu-kobudo|shorin-ryu|ryukyu-kobudo-akamine,ryukyu-kobudo,kobudo,16,0,0,yes,,,yes,
J0025,Hiroshi Inada,稲田弘,Inada Hiroshi,1933,2013,,,uechi-ryu|shohei-ryu,uechi-ryu,uechi-ryu,8,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
C00112,Hiroshi Ishihara,,,,,,,karate-generic,karate-generic,other,0,1,29,yes,,,,
W0002,Hiroshi Kinjo,金城裕,Kinjo Hiroshi,1919,2013,,,karate-generic|renbukai|shudokan,renbukai,japanese,14,3,10,yes,,,yes,
C00113,Hiroshi Miyagi,,,,,,,karate-generic,karate-generic,other,17,0,0,yes,,,,
C00114,Hiroshi Miyazato,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,,,,
R0005,Hiroshi Morikawa,森川博,,,,,Japan,shoshin-ha-shito-ryu|itosu-ryu,shoshin-ha-shito-ryu,japanese,17,0,0,yes,,,yes,
R0003,Hiroshi Murata,,,1936,2019,,Japan,shito-kai|shito-ryu,shito-kai,japanese,14,0,0,yes,,,yes,
R0032,Hiroshi Noguchi,,,,,,"Tokyo, Japan",shotokan,shotokan,japanese,14,1,3,yes,,,yes,
C00074,Hiroshi Oshiro,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,,,,
B0029,Hiroshi Shima,,,,,,,,,,17,0,0,yes,,,yes,
C00077,Hiroshi Shinya,,,,,,,karate-generic,karate-generic,other,17,0,0,yes,,,,
Q348074,Hiroshi Shirai,白井寛,,1937,2024,1962,,shotokan|karate-generic|japanese-karate-generic|te|jka,shotokan,japanese,17,4,4,yes,,,,https://en.wikipedia.org/wiki/Hiroshi_Shirai
R0034,Hiroshi Shoji,,,1931,2003,,"Yamagata Prefecture, Japan; JKA honbu, Tokyo",jka,jka,japanese,16,0,0,yes,,,yes,
C00078,Hiroshi Sugihara,,,,,,,karate-generic,karate-generic,other,8,0,0,yes,,,,
C00079,Hirotaka Arashiro,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,,,,
Q11472844,Hiroto Okazaki,岡崎寛人,,1961,,1986,,kyokushin|karate-generic|kyokushin-kan|te,kyokushin,kyokushin,18,0,0,yes,,,,https://en.wikipedia.org/wiki/Hiroto_Okazaki
A0023,Hiroyasu Fujishima,,,1941,,,,shotokan,shotokan,japanese,20,1,1,yes,,,yes,
J0073,Hiroyasu Tamae,玉得博康,,1906,1985,,"Naha, Okinawa (born); Isesaki, Gunma then Tokyo (based); bur",oto-ryu|renbukai|shuri-te|tomari-te|karate-generic|okinawan-karate-generic,oto-ryu,shuri-te,12,1,3,yes,,,yes,
R0043,Hiroyoshi Okazaki,,,1961,,,"Chiba, Japan; Philadelphia, Pennsylvania, United States",iskf,iskf,japanese,17,0,0,yes,,,yes,
R0047,Hiroyuki Aoki,,,1936,,,"Yokohama, Japan",shotokai|shintaido,shotokai,japanese,16,0,0,yes,,,yes,
J0076,Hiroyuki Hamada,濱田博之,,1925,2003,,"Satsumasendai, Kagoshima Prefecture",koden-shindo-ryu|tomari-te|shuri-te|naha-te|japanese-karate-generic|karate-generic,koden-shindo-ryu,japanese,,0,0,,,,yes,
R0186,Hiroyuki Koda,,,1944,1997,,Japan; later the southern United States,yoshukai|chito-ryu,yoshukai,japanese,14,1,1,yes,,,yes,
R0006,Hiroyuki Miura,,,,,,"Kawanishi, Hyogo, Japan",itosu-ryu,itosu-ryu,japanese,16,0,0,yes,,,yes,
C00080,Hiroyuki Shinkai,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,,
J0131,Hisahiro Uno,卯野久博,,,,,,shoshin-ha-shito-ryu,shoshin-ha-shito-ryu,japanese,16,1,1,yes,,,yes,
C00081,Hisao Aizawa,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,,,,
W0016,Hisateru Miyagi,,Miyagi Hisateru,1895,,,,,,,7,0,0,yes,,,yes,
R0042,Hitoshi Kasuya,粕谷均,,1948,,,Japan,wskf,wskf,japanese,20,0,0,yes,,,yes,
A0049,Hitoshi Oyakawa,親川仁志,Hitoshi Oyakawa,,,,,shorinji-ryu,shorinji-ryu,shuri-te,13,0,0,yes,,,yes,
B0023,Ho Feng,,,,,,,fujian-white-crane,fujian-white-crane,chinese,0,1,2,yes,,,yes,
J0120,Hoan Kosugi,小杉放菴,,1881,1964,,"Nikkō, Tochigi Prefecture; Tokyo",shotokai,shotokai,japanese,14,0,0,yes,,,yes,
Q3139173,Hohan Soken,祖堅方範,Hōhan Sōken,1889,1982,1914,Shuri,shorin-ryu|okinawan-kobudo|shuri-te|karate-generic|okinawan-karate-generic|te|matsumura-seito,shorin-ryu,shuri-te,6,24,38,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,,https://en.wikipedia.org/wiki/Hohan_S%C5%8Dken
C00001,Homei Kojo (Akahige),湖城鳳鳴,Kojo Homei (nicknamed Akahige),1861,1919,,,karate-generic|kojo-ryu,kojo-ryu,te,4,0,0,yes,,,,
J0168,Hong Chong-soo,홍종수,,,,,Seoul,moo-duk-kwan|moo-duk-kwan-taekwondo,moo-duk-kwan,korean,17,1,1,yes,,,yes,
A0175,Hong Jong-pyo,홍정표,,,,,,taekwondo|korean-martial-arts|kang-duk-won,taekwondo,korean,15,1,1,yes,,,yes,https://en.wikipedia.org/wiki/Kang_Duk_Won
C00129,Horoku Ishikawa,,,,,,,karate-generic,karate-generic,other,12,1,2,yes,,,,
R0190,Horyu Matsuzaki,松崎寳龍,,,,,Japan; Kushin-ryu also has a substantial branch in Indonesia,kushin-ryu,kushin-ryu,japanese,15,0,0,yes,,,yes,
C00130,Hoshu Taira,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,,,,
Q5610965,Howard Collins,,,1949,,1974,,kyokushin|karate-generic|japanese-karate-generic|te,kyokushin,kyokushin,18,0,0,yes,,,,https://en.wikipedia.org/wiki/Howard_Collins
C00131,Hsiao Yao,,,,,,,karate-generic,karate-generic,other,0,1,2,yes,,,,
A0153,Hwang Hyun-chul (H.C. Hwang),황현철,Hwang Hyun-chul,1947,,,,tang-soo-do|korean-martial-arts|moo-duk-kwan,tang-soo-do,korean,17,0,0,yes,,,yes,https://en.wikipedia.org/wiki/Hwang_Hyun-chul
A0001,Hwang Kee,황기 (黃琦),,1914,2002,,,tang-soo-do|korean-martial-arts|moo-duk-kwan,tang-soo-do,korean,16,6,11,yes,,,yes,https://en.wikipedia.org/wiki/Hwang_Kee
J0058,Hyomitsu Kuwahara,桑原兵充,,,,,"Kyoto, Japan",dai-nippon-butokukai,dai-nippon-butokukai,other,,0,0,,,,yes,
J0099,Hyotaro Harada,原田彪太朗,,,,,Japan,senbukan,senbukan,naha-te,14,0,0,yes,,,yes,
J0156,Hyun Jong-myun,현종명,,,,,Seoul,chung-do-kwan|itf-taekwondo,chung-do-kwan,korean,16,0,0,yes,,,yes,
R0237,Hōsaku Sodeyama,袖山豊作,,,,,,shindo-jinen-ryu,shindo-jinen-ryu,japanese,0,1,4,yes,,,yes,
N0066,Ichiro Nagamine,,,,,,,,,,15,0,0,yes,,,yes,
C00135,Ichiro Shirasaka,,,,,,,karate-generic,karate-generic,other,15,0,0,yes,,,,
R0103,Iha Mitsutada,伊波光忠,,1971,,,Okinawa,ryukonkai,ryukonkai,kobudo,20,0,0,yes,,,yes,
A0212,Iken Tokashiki,渡嘉敷唯賢,Tokashiki Iken,1938,,,,gohakukai|tomari-te|goju-ryu|karate-generic,gohakukai,naha-te,14,1,1,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
J0092,Iko Kojo,湖城以幸,,1836,1907,,"Kume village, Naha",kojo-ryu,kojo-ryu,te,,0,0,,,,yes,
C00136,Iko Oshiro,,,,,,,karate-generic,karate-generic,other,19,0,0,yes,,,,
C00137,Iko Yonamine,,,,,,,karate-generic,karate-generic,other,13,0,0,yes,,,,
J0046,Ikuo Yonamine,与那嶺育孝,Yonamine Ikuo,,,,,goju-ryu|meibukan,goju-ryu,naha-te,13,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
R0233,Im Ho,,,,,,"Seoul, Korea",taekkyon,taekkyon,korean,0,1,2,yes,,,yes,
A0137,Ingo de Jong,,,,,,,goju-kai|goju-ryu,goju-kai,naha-te,15,0,0,yes,,,yes,
J0144,Ippei Yagi,八木一平,,,,,"Naha, Okinawa (那覇市久米2-20-21)",meibukan,meibukan,naha-te,,0,0,,,,yes,
KP009,Irei Okina,伊礼翁,,,,,,,,,0,1,44,yes,,,yes,
J0027,Isamu Arakaki,新垣勇,Arakaki Isamu,1941,2013,,,kobayashi-shorin-ryu|shorin-ryu-kyudokan,kobayashi-shorin-ryu,shuri-te,19,0,0,yes,Hanshi 10th dan — Okinawa Karate News register (2018),,yes,
A0046,Isamu Tamotsu,保勇,,1919,2000,,,shorinji-ryu-renshinkan,shorinji-ryu-renshinkan,shuri-te,13,2,2,yes,,,yes,
C00139,Isamu Uehara,,,,,,,karate-generic,karate-generic,other,9,0,0,yes,,,,
